"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"SDC22",3.6341556059785e-08,0.511027861723922,0.895,0.387,0.00117466811652043,"12","SDC2"
"MAF2",3.74420400877112e-08,0.490195230525497,0.789,0.316,0.00121023906175509,"12","MAF"
"NCAM1",3.96335829543923e-08,0.524742132345323,0.684,0.212,0.00128107630183482,"12","NCAM1"
"CCR1",4.48978589341201e-08,0.648428944039159,0.368,0.058,0.00145123349432756,"12","CCR1"
"TNNT21",4.52611645327324e-08,0.711928326811907,0.737,0.26,0.00146297662119151,"12","TNNT2"
"TNNI1",4.60058695463829e-08,0.504066664134199,0.632,0.203,0.00148704772134773,"12","TNNI1"
"SLC23A31",5.27591066691682e-08,0.700506601609892,0.895,0.428,0.00170533260486753,"12","SLC23A3"
"GJB1",5.90818279421598e-08,0.577940984268732,0.684,0.241,0.00190970192457443,"12","GJB1"
"LAPTM5",6.62485930207331e-08,0.253237204576617,0.579,0.137,0.00214135327220915,"12","LAPTM5"
"SERPINB2",6.6594412230873e-08,0.327318307322708,0.316,0.044,0.00215253118653851,"12","SERPINB2"
"F7",7.08177074744711e-08,0.416144909296656,0.526,0.128,0.00228904075869733,"12","F7"
"NPC21",7.09560015731118e-08,0.815210505709282,1,0.981,0.00229351083884769,"12","NPC2"
"NIPAL42",7.2386997243298e-08,0.805511921712272,1,0.585,0.00233976491189512,"12","NIPAL4"
"MAN1A13",8.34075808520567e-08,0.662989133822122,1,0.548,0.00269598323588103,"12","MAN1A1"
"MYL41",9.46605551614724e-08,0.913361911072537,0.842,0.359,0.00305971312448427,"12","MYL4"
"FUOM",1.08513338555131e-07,0.618510401108045,0.895,0.459,0.00350747664211749,"12","FUOM"
"TWSG13",1.08774817752848e-07,0.927275535522177,1,0.889,0.0035159284342253,"12","TWSG1"
"COL5A11",1.10215301629669e-07,0.662652441200846,0.737,0.266,0.0035624891945758,"12","COL5A1"
"CUBN",1.15315953358303e-07,0.713617947884371,0.895,0.397,0.00372735756040043,"12","CUBN"
"CDKN1C3",1.18173751374598e-07,0.673965812435377,0.947,0.519,0.00381973016568114,"12","CDKN1C"
"CD633",1.22938266949668e-07,1.05566353085191,1,0.971,0.00397373360261413,"12","CD63"
"CST33",1.55194337448357e-07,0.934014722747824,1,0.987,0.00501634656934323,"12","CST3"
"TGFBR3",2.2467296573572e-07,0.927116130240772,1,0.825,0.00726210427147569,"12","TGFBR3"
"ENSCJAG000000169963",2.37393853604588e-07,1.3702199505011,1,0.77,0.0076732815300611,"12","ENSCJAG00000016996"
"MYRF",2.47102735548924e-07,0.353911904183777,0.632,0.184,0.00798710172114786,"12","MYRF"
"PODXL1",2.51082127029372e-07,1.0689372230774,1,0.843,0.0081157275919704,"12","PODXL"
"GUSB1",2.62148085737732e-07,0.822787389703161,1,0.919,0.0084734125753007,"12","GUSB"
"ADAMTS92",2.73608969321302e-07,0.896933878847877,1,0.586,0.00884386271537246,"12","ADAMTS9"
"ITGA33",3.1486487990197e-07,0.952774627764662,1,0.716,0.0101773775130714,"12","ITGA3"
"ENSCJAG00000011805",3.23212766262276e-07,0.419529877012836,0.421,0.085,0.0104472062438956,"12","ENSCJAG00000011805"
"ITGA81",3.37015645825038e-07,0.437047743274074,0.789,0.293,0.0108933567200027,"12","ITGA8"
"LAMB32",3.51806781355333e-07,0.559884742637444,0.947,0.386,0.0113714505937484,"12","LAMB3"
"PLXNA22",3.61623838282522e-07,0.980851020051432,0.947,0.47,0.011688767324806,"12","PLXNA2"
"C12orf54",4.05492794271538e-07,0.289926458424756,0.316,0.05,0.0131067435892389,"12","C12orf54"
"MYL92",4.15296078916069e-07,0.770476123820927,1,0.733,0.0134236151588041,"12","MYL9"
"LAMA52",4.28491932988326e-07,1.30145227843146,1,0.917,0.0138501447499817,"12","LAMA5"
"SMARCA12",4.30635675627247e-07,0.848629878005975,0.947,0.613,0.0139194369432995,"12","SMARCA1"
"SERPINA11",4.72039166234418e-07,0.342382529967698,0.368,0.071,0.0152577219701951,"12","SERPINA11"
"VEGFA4",4.93163181261807e-07,0.749799697072484,1,0.584,0.0159405135079254,"12","VEGFA"
"VIM2",5.35495585288462e-07,0.812686621092053,1,0.833,0.017308823803279,"12","VIM"
"MGAM2",5.91467428621543e-07,0.414299168674547,0.789,0.281,0.0191180016953341,"12","MGAM2"
"IGFBP33",6.03892199933552e-07,0.503929328616306,1,0.556,0.0195196075784522,"12","IGFBP3"
"SFRP13",6.34889883917981e-07,0.957751851958184,0.947,0.565,0.0205215457178809,"12","SFRP1"
"ENSCJAG00000029991",6.6964018123162e-07,0.382999647785889,0.263,0.035,0.0216447795779497,"12","ENSCJAG00000029991"
"MATN3",7.12505864502709e-07,0.327415321331512,0.579,0.184,0.0230303270583211,"12","MATN3"
"CST9",7.79071399830645e-07,0.412085741590642,0.368,0.074,0.0251819248567259,"12","CST9"
"MMP22",8.18670121212862e-07,0.725834932155782,1,0.719,0.0264618743279633,"12","MMP2"
"OLFML3",8.57190093787844e-07,0.599239275040335,0.842,0.43,0.0277069554015045,"12","OLFML3"
"PLA1A",9.01186505233699e-07,0.805689336360335,0.579,0.203,0.0291290514086688,"12","PLA1A"
"LRP13",9.55733882895452e-07,0.949706234486761,1,0.788,0.0308921862968297,"12","LRP1"
"SLCO2A12",1.04810551312178e-06,0.529111112730718,0.789,0.363,0.0338779145006354,"12","SLCO2A1"
"RAMP21",1.16580166848165e-06,0.84437517825977,0.895,0.524,0.0376822073303325,"12","RAMP2"
"CD482",1.19316507140747e-06,0.67003841243527,1,0.733,0.0385666746031036,"12","CD48"
"ENSCJAG000000097992",1.27461507559541e-06,0.919491357798878,1,0.996,0.0411993830884706,"12","ENSCJAG00000009799"
"COL18A13",1.32412441276799e-06,0.937860006633625,1,0.85,0.0427996733938996,"12","COL18A1"
"ENSCJAG00000032119",1.51584893467354e-06,0.417618695642145,0.421,0.083,0.0489967851154528,"12","ENSCJAG00000032119"
"CPEB1",1.5905177580664e-06,0.452617507956222,0.684,0.219,0.0514103054939802,"12","CPEB1"
"RAMP3",1.84910549892701e-06,0.447770255065454,0.526,0.157,0.0597686370418178,"12","RAMP3"
"AGRN2",2.12116566869775e-06,0.86916308405593,1,0.886,0.0685624379093174,"12","AGRN"
"LIMCH1",2.19834160596215e-06,0.550440979769977,0.947,0.466,0.0710569957295147,"12","LIMCH1"
"COL4A24",2.22362652478642e-06,0.80709635873192,1,0.9,0.0718742801606713,"12","COL4A2"
"APOE3",2.28021665095645e-06,0.834813606673023,1,0.925,0.0737034428088653,"12","APOE"
"ENSCJAG000000276701",2.28485188261663e-06,0.525134016902204,0.895,0.498,0.0738532674018173,"12","ENSCJAG00000027670"
"ENSCJAG000000192292",2.32301382753738e-06,0.84454066786896,1,0.999,0.0750867759474908,"12","ENSCJAG00000019229"
"KANK4",2.34675758900495e-06,0.3628125358146,0.789,0.31,0.0758542455494071,"12","KANK4"
"RAB371",2.45208596156957e-06,0.391185570945298,0.789,0.318,0.0792587745358131,"12","RAB37"
"ENSCJAG000000043552",2.50241761868607e-06,0.722425681091717,1,0.972,0.0808856446887898,"12","ENSCJAG00000004355"
"VKORC12",2.70388449726549e-06,0.933268834475795,1,0.944,0.0873976586051124,"12","VKORC1"
"HNF4A3",2.75557830889829e-06,0.574567155246459,0.895,0.461,0.0890685576785194,"12","HNF4A"
"CD163",2.8202979862791e-06,0.500288951925947,0.421,0.102,0.0911604918104994,"12","CD163"
"CCR5",2.95808728044495e-06,0.279640290976609,0.368,0.079,0.0956142551658223,"12","CCR5"
"GPC61",3.02251459361539e-06,0.749865792244083,0.842,0.407,0.0976967392094301,"12","GPC6"
"PMEL1",3.1618676153749e-06,0.711536057276792,0.895,0.531,0.102201046931763,"12","PMEL"
"FBN13",3.22426826548023e-06,0.675671657507172,1,0.64,0.104218023145117,"12","FBN1"
"DCDC21",3.54916338651353e-06,0.344603610372084,0.737,0.297,0.114719608142277,"12","DCDC2"
"MMP9",3.58600712820699e-06,0.277355015439341,0.579,0.183,0.115910508405035,"12","MMP9"
"ABCA12",3.77221464931403e-06,0.934636945961554,0.947,0.624,0.121929294109777,"12","ABCA1"
"WNT111",4.3410449629781e-06,0.448683479602957,0.632,0.235,0.140315596338341,"12","WNT11"
"INMT",4.46932789434696e-06,0.337576492025111,0.263,0.042,0.144462085528977,"12","INMT"
"ENSCJAG00000027102",4.68097641054582e-06,0.299092306789476,0.263,0.041,0.151303200518073,"12","ENSCJAG00000027102"
"FLNC2",4.73219499853223e-06,0.434786006651416,0.789,0.339,0.152958738937557,"12","FLNC"
"HPN1",4.77456480801216e-06,0.858271704131095,0.842,0.479,0.154328258289377,"12","HPN"
"ANGPTL2",4.93384403628613e-06,0.327066786817114,0.632,0.221,0.159476640784877,"12","ANGPTL2"
"MBD3L1",5.23656160413421e-06,0.436964438633787,0.263,0.041,0.16926138073043,"12","MBD3L1"
"GBP6",5.28926222596556e-06,0.453887370744446,0.368,0.082,0.170964822929885,"12","GBP6"
"BCAS1",5.39186434427563e-06,0.618231739715794,0.632,0.259,0.174281231200021,"12","BCAS1"
"SLC1A41",5.76416615355419e-06,0.768741196656236,1,0.559,0.186315142581332,"12","SLC1A4"
"TMEM882",6.19728426847243e-06,0.380307505714708,0.947,0.53,0.200314819409834,"12","TMEM88"
"ENSCJAG00000015239",6.28563982201652e-06,0.37505433875191,0.632,0.225,0.20317073596704,"12","ENSCJAG00000015239"
"TAGLN1",6.41854532239942e-06,0.720717788522492,0.947,0.578,0.207466640455916,"12","TAGLN"
"ANKS1B",7.0592554064276e-06,0.441022852211058,0.789,0.481,0.228176312501959,"12","ANKS1B"
"PTGDS",7.77499476338365e-06,0.850231213280854,0.526,0.173,0.25131115573685,"12","PTGDS"
"KMO",7.81706194876669e-06,0.314272205646987,0.474,0.138,0.252670893369986,"12","KMO"
"IGFBP71",8.25822235683491e-06,0.29939889121553,0.947,0.485,0.266930521239975,"12","IGFBP7"
"PRNP1",8.54251544003117e-06,0.66974466674677,1,0.619,0.276119726568128,"12","PRNP"
"CALD11",8.75108110095431e-06,0.516606092239211,1,0.901,0.282861194426146,"12","CALD1"
"RNU6-454P",8.92681826904699e-06,0.292535314643057,0.316,0.059,0.288541546910406,"12","RNU6-454P"
"EHD2",9.90620848215009e-06,0.331555174516996,0.789,0.301,0.320198376768537,"12","EHD2"
"ENSCJAG00000019500",1.0074725548944e-05,0.496411227752424,0.474,0.135,0.325645353918517,"12","ENSCJAG00000019500"
"VSIR",1.02594385084244e-05,0.446437521174549,0.421,0.106,0.331615830907802,"12","VSIR"
"FCGRT2",1.09538034096042e-05,0.698184853036012,0.895,0.559,0.354059787608638,"12","FCGRT"
"SGK11",1.1804396540208e-05,0.668656135455597,1,0.878,0.381553509369145,"12","SGK1"
"RPS71",1.20971694462645e-05,0.401628770034545,0.895,0.767,0.391016808011607,"12","RPS7"
"PRDX42",1.27914523418019e-05,1.04506737227687,0.947,0.676,0.413458114044064,"12","PRDX4"
"USP24",1.29461567330123e-05,0.714333770520303,1,0.81,0.418458624081156,"12","USP24"
"TG",1.51882673122428e-05,0.535455392618368,0.526,0.166,0.490930364333625,"12","TG"
"H6PD1",1.65535913493261e-05,0.620503029444859,0.895,0.571,0.535061733184268,"12","H6PD"
"PDLIM21",1.68594387916245e-05,0.646004168241476,0.947,0.585,0.54494764006168,"12","PDLIM2"
"ENSCJAG000000323752",1.75719858751066e-05,0.462470943767631,0.895,0.528,0.56797929944107,"12","ENSCJAG00000032375"
"CD248",1.78781512048286e-05,0.548024326108658,0.474,0.146,0.577875481393676,"12","CD248"
"UTRN3",1.90620893874797e-05,0.600066608193984,1,0.756,0.616143915271508,"12","UTRN"
"ENSCJAG000000081392",1.94416371758452e-05,0.477941392736971,1,0.9,0.628412038434844,"12","ENSCJAG00000008139"
"ENSCJAG00000025759",2.00486403117476e-05,0.28976007288977,0.263,0.047,0.648032200796617,"12","ENSCJAG00000025759"
"IRS1",2.04770452095621e-05,0.319713786494063,0.737,0.326,0.661879532308677,"12","IRS1"
"SERPINF1",2.19477871593492e-05,0.660614581950534,0.684,0.312,0.709418324351644,"12","SERPINF1"
"AXL2",2.22152089993846e-05,0.624282829044837,0.947,0.64,0.718062200487107,"12","AXL"
"ANXA8L11",2.74812515749893e-05,0.569223440192539,0.421,0.121,0.888276494658378,"12","ANXA8L1"
"TEK1",2.78140589959174e-05,0.456642484231173,0.789,0.37,0.899033828925038,"12","TEK"
"ENSCJAG000000347482",2.81220208369847e-05,0.763257314719774,1,0.602,0.908988079513858,"12","ENSCJAG00000034748"
"EPB41L2",2.90001652192773e-05,0.797388238682153,0.895,0.661,0.937372340382699,"12","EPB41L2"
"RNU5E-9P",2.91572706822962e-05,0.344577280157712,0.316,0.067,0.942450460263859,"12","RNU5E-9P"
"TFEC",3.0031330479953e-05,0.366922276547423,0.474,0.137,0.970702695103521,"12","TFEC"
"ATP6V1E22",3.13417994446476e-05,0.966081327930353,0.737,0.403,1,"12","ATP6V1E2"
"FCER1G",3.27516891374377e-05,0.283845847967296,0.526,0.168,1,"12","FCER1G"
"FAM126A",3.28157133351579e-05,0.544863140795089,1,0.734,1,"12","FAM126A"
"MYO18B",3.70001372364778e-05,0.581241459263975,0.474,0.135,1,"12","MYO18B"
"TMEM983",3.8699243401023e-05,0.824647903423054,0.895,0.635,1,"12","TMEM98"
"ISG202",3.87038739366155e-05,0.510120296042286,0.842,0.421,1,"12","ISG20"
"TSPAN41",4.05918838352815e-05,0.398059213417958,1,0.823,1,"12","TSPAN4"
"COL4A14",4.33851276176357e-05,0.631705555431707,1,0.924,1,"12","COL4A1"
"CD2262",4.46020146937321e-05,0.317706101125059,1,0.643,1,"12","CD226"
"LAMA13",4.46274137953957e-05,0.816736448286905,1,0.856,1,"12","LAMA1"
"RAB322",5.02484848871797e-05,0.265877899110747,0.737,0.313,1,"12","RAB32"
"F32",5.06100817938636e-05,0.427273743740775,0.789,0.43,1,"12","F3"
"ENSCJAG00000025021",5.18012415618434e-05,0.396308464798118,0.263,0.051,1,"12","ENSCJAG00000025021"
"COL5A21",5.40450104823102e-05,0.79572241512361,0.684,0.336,1,"12","COL5A2"
"NR6A12",5.46308510847125e-05,0.523856336989651,1,0.75,1,"12","NR6A1"
"SPARC3",5.60190635841017e-05,0.494110558574874,1,0.976,1,"12","SPARC"
"NPR11",5.94200974405043e-05,0.51735469263172,0.737,0.38,1,"12","NPR1"
"ENSCJAG00000033011",6.04903887780537e-05,0.357798401355467,0.368,0.098,1,"12","ENSCJAG00000033011"
"FAM171A12",6.18951064941329e-05,0.492546487617337,0.895,0.643,1,"12","FAM171A1"
"AQP3",6.40899807529729e-05,0.48297521063966,0.632,0.266,1,"12","AQP3"
"PKDCC1",6.42317864454224e-05,0.341023031397864,0.947,0.693,1,"12","PKDCC"
"AMN1",6.68210171363044e-05,0.25809442521889,0.474,0.172,1,"12","AMN"
"MEFV",6.76341981807015e-05,0.280948084746113,0.368,0.091,1,"12","MEFV"
"STX31",6.80339803525244e-05,0.545409817136765,0.947,0.746,1,"12","STX3"
"AKR1C1",7.04862252613428e-05,0.440983378801533,0.684,0.351,1,"12","AKR1C1"
"PITX22",7.23351894118091e-05,0.282226555987254,0.895,0.544,1,"12","PITX2"
"CYR612",7.50971515429e-05,1.01088308255668,0.842,0.452,1,"12","CYR61"
"ENSCJAG000000357691",7.64118727791746e-05,0.285951020713607,0.789,0.421,1,"12","ENSCJAG00000035769"
"PEMT4",7.92354125769574e-05,0.555191931301999,1,0.657,1,"12","PEMT"
"ARL4C1",8.12819007535534e-05,0.585835050770002,0.842,0.615,1,"12","ARL4C"
"LGALS15",8.25587953238111e-05,0.62960802794868,1,0.996,1,"12","LGALS1"
"MYL3",8.59873139669488e-05,0.28559016689529,0.368,0.103,1,"12","MYL3"
"TSPAN9",8.62792347308808e-05,0.461492495269062,0.789,0.418,1,"12","TSPAN9"
"FADS21",8.74022457512169e-05,0.320072085919314,0.947,0.636,1,"12","FADS2"
"CD2761",9.45734894363434e-05,0.466555876548162,0.895,0.686,1,"12","CD276"
"PNPLA63",9.66401926252914e-05,0.600029548861912,1,0.854,1,"12","PNPLA6"
"SFXN31",9.91447416908418e-05,0.431742799782406,0.737,0.412,1,"12","SFXN3"
"TIMP23",0.000103236417016381,0.490278132113146,0.947,0.775,1,"12","TIMP2"
"F2R",0.000106733821298034,0.334492610904658,1,0.654,1,"12","F2R"
"ENSCJAG000000107261",0.000108243597436545,0.478381844872783,1,0.998,1,"12","ENSCJAG00000010726"
"CAMK2N11",0.000109643942120761,0.478021990441228,0.789,0.501,1,"12","CAMK2N1"
"HBD3",0.00011137524463474,0.553533654222704,0.789,0.48,1,"12","HBD"
"NDRG13",0.000116086050565048,0.562438949907349,0.947,0.833,1,"12","NDRG1"
"PTPRM",0.000118810781354868,0.552160373864792,0.737,0.398,1,"12","PTPRM"
"KIT",0.000123498925117953,0.31982056961088,0.737,0.394,1,"12","KIT"
"ENSCJAG00000035774",0.000127215682386736,0.523465821229663,0.316,0.075,1,"12","ENSCJAG00000035774"
"FAM149A2",0.000127518771977895,0.32332010683419,0.789,0.347,1,"12","FAM149A"
"RCN13",0.000132684881440082,0.489243155095953,0.947,0.94,1,"12","RCN1"
"PCSK5",0.000155152063689719,0.723144979438571,0.684,0.43,1,"12","PCSK5"
"PYGL",0.000155617391820472,0.390302225824271,0.579,0.232,1,"12","PYGL"
"ADAM191",0.000182673662513441,0.664029203304618,0.789,0.475,1,"12","ADAM19"
"IGSF11",0.00018549473627791,0.442674515648843,0.579,0.224,1,"12","IGSF11"
"APLNR3",0.000188322395353376,0.385150956491545,0.895,0.507,1,"12","APLNR"
"STOM1",0.00019364008370844,0.439396613416381,0.947,0.721,1,"12","STOM"
"LGALS33",0.000193955033442787,0.672870783185719,1,0.873,1,"12","LGALS3"
"AMDHD11",0.000197294236654484,0.29002489329706,0.632,0.262,1,"12","AMDHD1"
"ANXA13",0.000214256659786612,0.618115627992965,1,0.822,1,"12","ANXA1"
"TDRD7",0.000219627817214963,0.402840237834825,0.684,0.352,1,"12","TDRD7"
"ENSCJAG00000005973",0.000220049642833449,0.353954058504249,0.421,0.129,1,"12","ENSCJAG00000005973"
"ENSCJAG00000030647",0.000227545484733724,0.534432026344706,0.316,0.083,1,"12","ENSCJAG00000030647"
"DGKA",0.000228055863213021,0.520633118751863,0.632,0.297,1,"12","DGKA"
"CLCN51",0.000232817682256706,1.0365507956286,0.895,0.776,1,"12","CLCN5"
"DHCR244",0.000244035989658825,0.585657834181546,1,0.943,1,"12","DHCR24"
"PLAGL12",0.00024819815449289,0.595881197806513,0.842,0.475,1,"12","PLAGL1"
"MS4A3",0.000249277959504773,0.591352971829613,0.316,0.079,1,"12","MS4A3"
"INSR2",0.000257710577972289,0.600195233466945,0.895,0.62,1,"12","INSR"
"RUNX2",0.00026091496291594,0.609751171490178,0.421,0.137,1,"12","RUNX2"
"SDR16C51",0.00027393321261041,0.731345303865548,0.895,0.692,1,"12","SDR16C5"
"SEMA3E2",0.000276985240766282,0.312020386943218,0.842,0.44,1,"12","SEMA3E"
"NID22",0.000285180244851757,0.334878027927889,0.947,0.832,1,"12","NID2"
"ENTPD81",0.000299335166731347,0.592466380112886,0.737,0.45,1,"12","ENTPD8"
"TFPI22",0.000313665379217366,0.294761473643485,0.947,0.629,1,"12","TFPI2"
"LRP23",0.000315110232162698,0.6072292474864,1,0.919,1,"12","LRP2"
"SH3BGRL31",0.000315130906200243,0.528826403557011,0.947,0.898,1,"12","SH3BGRL3"
"RRBP12",0.00032059690801717,0.372423760146936,0.947,0.952,1,"12","RRBP1"
"ARSI1",0.000323419129094612,0.508664023208449,0.632,0.337,1,"12","ARSI"
"TNFAIP2",0.000329235126423894,0.340712059122889,0.421,0.126,1,"12","TNFAIP2"
"FCRL5",0.000331393688349774,0.31367802968536,0.579,0.259,1,"12","FCRL5"
"MYO1C2",0.000336206488944339,0.476682500227526,1,0.954,1,"12","MYO1C"
"RHOD",0.00034285139558728,0.493807462851054,0.632,0.318,1,"12","RHOD"
"SULF22",0.00034500212779722,0.704803479454696,1,0.966,1,"12","SULF2"
"GLB1L",0.000349657385456689,0.613030725766141,0.789,0.593,1,"12","GLB1L"
"RPS122",0.000352686717662278,0.403651287928522,1,1,1,"12","RPS12"
"ABCC61",0.000374452973315996,0.641426275791503,0.842,0.486,1,"12","ABCC6"
"ANXA23",0.000375075924090342,0.572990999426897,1,0.999,1,"12","ANXA2"
"PAM2",0.000398166606192383,0.576153529445343,0.895,0.451,1,"12","PAM"
"CDH33",0.000408800356087423,0.79063789725129,1,0.716,1,"12","CDH3"
"DAAM2",0.000417070908779581,0.28318420462383,0.421,0.129,1,"12","DAAM2"
"ANKRD123",0.000432488319505447,0.456532184754501,1,0.907,1,"12","ANKRD12"
"GPX7",0.00045562096900654,0.388326057825266,0.579,0.277,1,"12","GPX7"
"S100A41",0.000472052136759271,0.337871367901451,0.632,0.329,1,"12","S100A4"
"CYP4F12",0.000475209198087969,0.633444657463274,0.737,0.393,1,"12","CYP4F12"
"PXDN4",0.000482084863114611,0.559351074703777,1,0.778,1,"12","PXDN"
"SOX61",0.000494121740596467,0.416466925383964,0.526,0.224,1,"12","SOX6"
"BRI31",0.000504205930002349,0.465540849278013,0.947,0.944,1,"12","BRI3"
"CLDN15",0.000505010725432392,0.453112719429844,0.421,0.16,1,"12","CLDN15"
"GLIPR1L1",0.000514881516354377,0.417105925602291,0.263,0.06,1,"12","GLIPR1L1"
"HUNK",0.00053852495194319,0.612242345725031,0.737,0.333,1,"12","HUNK"
"ESYT22",0.000540832686766618,0.726285992150034,1,0.935,1,"12","ESYT2"
"MCF2L2",0.000556682418245481,0.363868049534006,0.526,0.206,1,"12","MCF2L2"
"LAMB13",0.000558608622837683,0.415144359881165,1,0.944,1,"12","LAMB1"
"ENSCJAG000000083112",0.000565113465315385,0.40779031919083,1,0.999,1,"12","ENSCJAG00000008311"
"KCNMB1",0.000573276391640991,0.393285053425797,0.263,0.063,1,"12","KCNMB1"
"RPLP11",0.00058530826128079,0.477669058262485,1,1,1,"12","RPLP1"
"HBA2",0.000593165039019346,0.626763223114885,0.947,0.705,1,"12","HBA2"
"AGFG2",0.000601252594102092,0.34019078207136,0.684,0.428,1,"12","AGFG2"
"SEMA6D2",0.000631022700996625,0.325219216664159,0.947,0.761,1,"12","SEMA6D"
"RPS20",0.000645484320520048,0.500702358184955,1,0.998,1,"12","RPS20"
"XYLT2",0.000657710860135682,0.316111027768816,0.737,0.372,1,"12","XYLT2"
"FAM13B",0.000659589789152559,0.630691415340181,1,0.849,1,"12","FAM13B"
"PPP1R3B",0.000670693203084979,0.267571497799962,0.737,0.391,1,"12","PPP1R3B"
"MAN1C13",0.000678093749072208,0.414037534947595,0.947,0.601,1,"12","MAN1C1"
"SLC38A24",0.000717705340580144,0.660763544717748,1,0.936,1,"12","SLC38A2"
"APOC13",0.000720568379442693,0.346685278086964,1,0.944,1,"12","APOC1"
"CDK18",0.000722499864025171,0.429344290734406,0.737,0.47,1,"12","CDK18"
"ENSCJAG00000018075",0.000725907271468908,0.279022921835501,0.316,0.093,1,"12","ENSCJAG00000018075"
"CPXM2",0.000737302099451879,0.431971419183007,0.579,0.283,1,"12","CPXM2"
"MYO7A",0.000749023257597161,0.389939343284459,0.421,0.16,1,"12","MYO7A"
"ENSCJAG000000343432",0.000796998348355801,0.615854555321293,0.789,0.562,1,"12","ENSCJAG00000034343"
"UGCG1",0.000803614515816778,0.813850556049109,0.947,0.794,1,"12","UGCG"
"NPTN3",0.000816776293608427,0.797917304326889,0.947,0.941,1,"12","NPTN"
"PCDH71",0.000823461892435703,0.632011580725856,0.579,0.26,1,"12","PCDH7"
"CORO1A",0.00083480278662619,0.472962048184055,0.474,0.2,1,"12","CORO1A"
"TIGD1",0.000846930227137529,0.282344370143802,0.474,0.179,1,"12","TIGD1"
"QPRT1",0.000852606317672902,0.329736957841216,0.737,0.429,1,"12","QPRT"
"CNR1",0.00087563212010058,0.767875800221527,0.474,0.193,1,"12","CNR1"
"EZR2",0.00091058045336303,0.430892834470253,1,0.995,1,"12","EZR"
"PON11",0.000933314886736324,0.749593653330046,0.789,0.528,1,"12","PON1"
"P4HA2",0.000942915328325209,0.54453104302911,1,0.819,1,"12","P4HA2"
"SPG21",0.000972120125553243,0.473772911743581,0.947,0.653,1,"12","SPG21"
"TMEM401",0.000972757491936499,0.26870278679688,0.474,0.195,1,"12","TMEM40"
"RPS27A2",0.000974459525331148,0.445347036161894,1,0.998,1,"12","RPS27A"
"MASP2",0.00099288265600421,0.26653641030843,0.474,0.209,1,"12","MASP2"
"HEG11",0.0010655931443203,0.587910404986303,0.842,0.585,1,"12","HEG1"
"PID1",0.00107865674242118,0.280933402341277,0.579,0.277,1,"12","PID1"
"AK42",0.0011241196644765,0.682364431530455,0.842,0.608,1,"12","AK4"
"PLTP2",0.00115515696738647,0.363512773494482,1,0.938,1,"12","PLTP"
"COMMD61",0.00115852902772356,0.274118187847832,1,0.902,1,"12","COMMD6"
"P4HB3",0.00117214387277547,0.493293083152047,1,0.999,1,"12","P4HB"
"HCFC1R11",0.00121163418969162,0.316231128541335,1,0.891,1,"12","HCFC1R1"
"FAM46C",0.00132009214189372,0.30280728090132,0.737,0.456,1,"12","FAM46C"
"EDDM3A2",0.00132245060027602,0.424420043683099,0.526,0.237,1,"12","EDDM3A"
"IL17RD",0.00132464936088819,0.304062933814962,0.632,0.308,1,"12","IL17RD"
"CGN1",0.00132598463523183,0.654241314430699,0.895,0.715,1,"12","CGN"
"MTTP2",0.00134238422897812,0.399147423275246,0.526,0.249,1,"12","MTTP"
"KIF26B",0.00138669349340115,0.45302101075508,0.684,0.363,1,"12","KIF26B"
"MYCBP21",0.00142004940028827,0.619609055840968,0.895,0.727,1,"12","MYCBP2"
"OSBPL1A2",0.00142148949151961,0.729820360979679,0.842,0.643,1,"12","OSBPL1A"
"CCKBR3",0.00143018457645981,0.524467078370241,0.842,0.619,1,"12","CCKBR"
"CPE2",0.00148595960546885,0.624710568483712,0.895,0.664,1,"12","CPE"
"C5",0.00152299564435591,0.26375544208438,0.684,0.368,1,"12","C5"
"RAB312",0.00152726999775392,0.422218399750193,0.895,0.561,1,"12","RAB31"
"RNU4-79P",0.00153938753006249,0.464000475653152,0.263,0.069,1,"12","RNU4-79P"
"RPL122",0.00155156907685909,0.479466473638757,1,0.998,1,"12","RPL12"
"CD3203",0.00158737602016238,0.309462260612226,0.947,0.877,1,"12","CD320"
"CD3D",0.00159763957048784,0.359715774542968,0.263,0.07,1,"12","CD3D"
"TMED32",0.00161514147688639,0.650381324309333,0.947,0.953,1,"12","TMED3"
"PMP222",0.00161847273828773,0.348331361497976,0.789,0.439,1,"12","PMP22"
"ARPC1B2",0.00162871253426963,0.444831641480163,1,0.851,1,"12","ARPC1B"
"ENSCJAG00000019004",0.0016331224522656,0.377649848332349,0.474,0.196,1,"12","ENSCJAG00000019004"
"APBA1",0.00167053681422628,0.283128261026775,0.368,0.145,1,"12","APBA1"
"GALNT3",0.0017288710931847,0.417085763478678,0.474,0.193,1,"12","GALNT3"
"ENSCJAG00000037231",0.00173779847361089,0.274796903605735,0.263,0.073,1,"12","ENSCJAG00000037231"
"S100P2",0.0017927969525047,0.26779406184245,0.842,0.55,1,"12","S100P"
"FAM213A4",0.00179495684606125,0.360763433273043,1,0.791,1,"12","FAM213A"
"VCPKMT",0.0018030554361793,0.356790963845531,0.316,0.686,1,"12","VCPKMT"
"CD472",0.00182514071398052,0.423588180129605,1,0.808,1,"12","CD47"
"PABPC12",0.00185424628992463,0.461660782855695,1,0.996,1,"12","PABPC1"
"ATOX1",0.00192253750540788,0.741018329251627,0.842,0.89,1,"12","ATOX1"
