,V1,V2,V3,V4
X3536STDY8652466Aligned.sortedByCoord.out.bam,E15C2_229_L,CS6,ExMes_CS6,1
X3536STDY8652467Aligned.sortedByCoord.out.bam,E15C2_234_B,CS6,Gland_CS6,1
X3536STDY8652468Aligned.sortedByCoord.out.bam,E15C2_234_N,CS6,EmDisc_gast_CS6,1
X3536STDY8652469Aligned.sortedByCoord.out.bam,E15C2_234_Z,CS6,ExMes_CS6,1
X3536STDY8652470Aligned.sortedByCoord.out.bam,E15C2_234_AL,CS6,ExMes_CS6,1
X3536STDY8652471Aligned.sortedByCoord.out.bam,E15C2_246_B,CS6,Tb_CS6,1
X3536STDY8652474Aligned.sortedByCoord.out.bam,E15C2_246_AA,CS6,ExMes_CS6,1
X3536STDY8652475Aligned.sortedByCoord.out.bam,E15C2_246_AM,CS6,PGC_CS6,1
X3536STDY8652476Aligned.sortedByCoord.out.bam,E15C2_246_AY,CS6,EmDisc_CS6,1
X3536STDY8652482Aligned.sortedByCoord.out.bam,E15C2_246_AB,CS6,ExMes_CS6_SYS,1
X3536STDY8652483Aligned.sortedByCoord.out.bam,E15C2_246_AN,CS6,PGC_CS6,1
X3536STDY8652484Aligned.sortedByCoord.out.bam,E15C2_246_AZ,CS6,EmDisc_CS6,1
X3536STDY8652490Aligned.sortedByCoord.out.bam,E15C2_246_AC,CS6,ExMes_CS6,1
X3536STDY8652491Aligned.sortedByCoord.out.bam,E15C2_246_AO,CS6,ExMes_CS6,1
X3536STDY8652492Aligned.sortedByCoord.out.bam,E15C2_246_BA,CS6,VE_CS6,1
X3536STDY8652498Aligned.sortedByCoord.out.bam,E15C2_246_AD,CS6,ExMes_CS6,1
X3536STDY8652499Aligned.sortedByCoord.out.bam,E15C2_246_AP,CS6,EmDisc_CS6,1
X3536STDY8652500Aligned.sortedByCoord.out.bam,E15C2_246_BB,CS6,VE_CS6,1
X3536STDY8652506Aligned.sortedByCoord.out.bam,E15C2_246_AE,CS6,ExMes_CS6,1
X3536STDY8652507Aligned.sortedByCoord.out.bam,E15C2_246_AQ,CS6,ExMes_CS6,1
X3536STDY8652514Aligned.sortedByCoord.out.bam,E15C2_246_AF,CS6,Stalk_CS6,1
X3536STDY8652515Aligned.sortedByCoord.out.bam,E15C2_246_AR,CS6,PGC_CS6,1
X3536STDY8652522Aligned.sortedByCoord.out.bam,E15C2_246_AG,CS6,Stalk_CS6,1
X3536STDY8652523Aligned.sortedByCoord.out.bam,E15C2_246_AS,CS6,Am_CS6,1
X3536STDY8652530Aligned.sortedByCoord.out.bam,E15C2_246_AH,CS6,SYS_CS6,1
X3536STDY8652538Aligned.sortedByCoord.out.bam,E15C2_246_AI,CS6,Stalk_CS6,1
X3536STDY8652539Aligned.sortedByCoord.out.bam,E15C2_246_AU,CS6,EmDisc_CS6,1
X3536STDY8652546Aligned.sortedByCoord.out.bam,E15C2_246_AJ,CS6,Stalk_CS6,1
X3536STDY8652547Aligned.sortedByCoord.out.bam,E15C2_246_AV,CS6,EmDisc_CS6,1
X3536STDY8652554Aligned.sortedByCoord.out.bam,E15C2_246_AK,CS6,PGC_CS6,1
X3536STDY8652555Aligned.sortedByCoord.out.bam,E15C2_246_AW,CS6,EmDisc_CS6,1
X3536STDY8652562Aligned.sortedByCoord.out.bam,E15C2_246_AL,CS6,VE_CS6,1
X3536STDY8652563Aligned.sortedByCoord.out.bam,E15C2_246_AX,CS6,EmDisc_CS6,1
X3536STDY8494231Aligned.sortedByCoord.out.bam,E15C2_249_T,CS6,ExMes_CS6_Am,1
X3536STDY8494232Aligned.sortedByCoord.out.bam,E15C2_249_AF,CS6,SYS_CS6,1
X3536STDY8494239Aligned.sortedByCoord.out.bam,E15C2_249_U,CS6,Am_CS6,1
X3536STDY8494240Aligned.sortedByCoord.out.bam,E15C2_249_AG,CS6,EmDisc_CS6,1
X3536STDY8494247Aligned.sortedByCoord.out.bam,E15C2_249_V,CS6,Am_CS6,1
X3536STDY8494248Aligned.sortedByCoord.out.bam,E15C2_249_AH,CS6,F_CS6,1
X3536STDY8494255Aligned.sortedByCoord.out.bam,E15C2_249_W,CS6,Am_CS6,1
X3536STDY8494271Aligned.sortedByCoord.out.bam,E15C2_249_Z,CS6,EmDisc_CS6,1
X3536STDY8494279Aligned.sortedByCoord.out.bam,E15C2_249_AA,CS6,Am_CS6_ExMes,1
X3536STDY8494280Aligned.sortedByCoord.out.bam,E15C2_258_C,CS6,SYS_CS6,1
X3536STDY8494287Aligned.sortedByCoord.out.bam,E15C2_249_AB,CS6,Am_CS6_ExMes,1
X3536STDY8494288Aligned.sortedByCoord.out.bam,E15C2_258_D,CS6,SYS_CS6,1
X3536STDY8494295Aligned.sortedByCoord.out.bam,E15C2_249_AC,CS6,VE_CS6_EmDisc,1
X3536STDY8494302Aligned.sortedByCoord.out.bam,E15C2_249_Q,CS6,EmDisc_CS6,1
X3536STDY8494303Aligned.sortedByCoord.out.bam,E15C2_249_AD,CS6,VE_CS6,1
X3536STDY8494310Aligned.sortedByCoord.out.bam,E15C2_249_R,CS6,EmDisc_CS6,1
X3536STDY8494311Aligned.sortedByCoord.out.bam,E15C2_249_Y,CS6,EmDisc_CS6,1
X3536STDY8494318Aligned.sortedByCoord.out.bam,E15C2_249_S,CS6,ExMes_CS6,1
X3536STDY8494319Aligned.sortedByCoord.out.bam,E15C2_249_AE,CS6,EmDisc_CS6_ExMes,1
X3536STDY8494329Aligned.sortedByCoord.out.bam,E15C2_249_E,CS6,ExMes_CS6_Am,1
X3536STDY8494335Aligned.sortedByCoord.out.bam,E15C1_223_F,CS6,Tb_CS6,1
X3536STDY8494344Aligned.sortedByCoord.out.bam,E15C1_223_S,CS6,Gland_CS6,1
X3536STDY8494345Aligned.sortedByCoord.out.bam,E15C2_249_G,CS6,EmDisc_CS6,1
X3536STDY8494351Aligned.sortedByCoord.out.bam,E15C1_223_H,CS6,Tb_CS6,1
X3536STDY8494352Aligned.sortedByCoord.out.bam,E15C1_223_T,CS6,Gland_CS6,1
X3536STDY8494353Aligned.sortedByCoord.out.bam,E15C2_249_H,CS6,EmDisc_CS6,1
X3536STDY8494359Aligned.sortedByCoord.out.bam,E15C1_223_I,CS6,Tb_CS6,1
X3536STDY8494361Aligned.sortedByCoord.out.bam,E15C2_249_I,CS6,Am_CS6_ExMes,1
X3536STDY8494367Aligned.sortedByCoord.out.bam,E15C1_223_J,CS6,Tb_CS6,1
X3536STDY8494376Aligned.sortedByCoord.out.bam,E15C1_223_W,CS6,F_CS6,1
X3536STDY8494390Aligned.sortedByCoord.out.bam,E15C1_223_A,CS6,Tb_CS6,1
X3536STDY8494391Aligned.sortedByCoord.out.bam,E15C1_223_M,CS6,Tb_CS6,1
X3536STDY8494399Aligned.sortedByCoord.out.bam,E15C1_223_N,CS6,Tb_CS6,1
X3536STDY8494400Aligned.sortedByCoord.out.bam,E15C2_249_B,CS6,ExMes_CS6,1
X3536STDY8494409Aligned.sortedByCoord.out.bam,E15C2_249_O,CS6,EmDisc_CS6_VE,1
X3536STDY8494417Aligned.sortedByCoord.out.bam,E15C2_249_P,CS6,EmDisc_CS6,1
X3536STDY8612440Aligned.sortedByCoord.out.bam,E15C2_252_T,CS6,EmDisc_CS6,1
X3536STDY8612441Aligned.sortedByCoord.out.bam,E15C2_252_AF,CS6,SYS_CS6,1
X3536STDY8612442Aligned.sortedByCoord.out.bam,E15C2_252_AR,CS6,EmDisc_CS6,1
X3536STDY8612439Aligned.sortedByCoord.out.bam,E15C2_252_H,CS6,Tb_CS6_ExMesAm,1
X3536STDY8612438Aligned.sortedByCoord.out.bam,E15C2_240_AR,CS6,F_CS6,1
X3536STDY8612433Aligned.sortedByCoord.out.bam,E15C2_252_AE,CS6,SYS_CS6,1
X3536STDY8612432Aligned.sortedByCoord.out.bam,E15C2_252_S,CS6,EmDisc_CS6,1
X3536STDY8612386Aligned.sortedByCoord.out.bam,E15C2_252_AK,CS6,SYS_CS6,1
X3536STDY8612387Aligned.sortedByCoord.out.bam,E15C2_240_B,CS6,EmDisc_CS6,1
X3536STDY8612384Aligned.sortedByCoord.out.bam,E15C2_252_M,CS6,EmDisc_CS6,1
X3536STDY8612383Aligned.sortedByCoord.out.bam,E15C2_252_A,CS6,Tb_CS6,1
X3536STDY8612385Aligned.sortedByCoord.out.bam,E15C2_252_Y,CS6,VE_CS6,1
X3536STDY8612430Aligned.sortedByCoord.out.bam,E15C2_240_AQ,CS6,ExMes_CS6,1
X3536STDY8612431Aligned.sortedByCoord.out.bam,E15C2_252_G,CS6,ExMes_CS6_Am,1
X3536STDY8612428Aligned.sortedByCoord.out.bam,E15C2_240_S,CS6,EmDisc_CS6,1
X3536STDY8612388Aligned.sortedByCoord.out.bam,E15C2_240_N,CS6,PGC_CS6,1
X3536STDY8612454Aligned.sortedByCoord.out.bam,E15C2_240_AT,CS6,ExMes_CS6,1
X3536STDY8612455Aligned.sortedByCoord.out.bam,E15C2_252_J,CS6,Tb_CS6_ExMesAm,1
X3536STDY8612451Aligned.sortedByCoord.out.bam,E15C2_240_J,CS6,Am_CS6_ExMes,1
X3536STDY8612453Aligned.sortedByCoord.out.bam,E15C2_240_AH,CS6,VE_CS6,1
X3536STDY8612450Aligned.sortedByCoord.out.bam,E15C2_252_AS,CS6,F_CS6,1
X3536STDY8612401Aligned.sortedByCoord.out.bam,E15C2_252_AA,CS6,SYS_CS6,1
X3536STDY8612400Aligned.sortedByCoord.out.bam,E15C2_252_O,CS6,EmDisc_CS6,1
X3536STDY8612399Aligned.sortedByCoord.out.bam,E15C2_252_C,CS6,ExMes_CS6_Am,1
X3536STDY8612397Aligned.sortedByCoord.out.bam,E15C2_240_AA,CS6,EmDisc_CS6,1
X3536STDY8612396Aligned.sortedByCoord.out.bam,E15C2_240_O,CS6,EmDisc_CS6,1
X3536STDY8612395Aligned.sortedByCoord.out.bam,E15C2_240_C,CS6,Am_CS6,1
X3536STDY8612393Aligned.sortedByCoord.out.bam,E15C2_252_Z,CS6,VE_CS6,1
X3536STDY8612391Aligned.sortedByCoord.out.bam,E15C2_252_B,CS6,ExMes_CS6_Am,1
X3536STDY8612392Aligned.sortedByCoord.out.bam,E15C2_252_N,CS6,EmDisc_CS6,1
X3536STDY8612390Aligned.sortedByCoord.out.bam,E15C2_240_AL,CS6,Stalk_CS6,1
X3536STDY8612382Aligned.sortedByCoord.out.bam,E15C2_240_AK,CS6,PGC_CS6,1
X3536STDY8612379Aligned.sortedByCoord.out.bam,E15C2_240_A,CS6,ReStroma_CS6,1
X3536STDY8612381Aligned.sortedByCoord.out.bam,E15C2_240_Y,CS6,Am_CS6,1
X3536STDY8612472Aligned.sortedByCoord.out.bam,E15C2_252_X,CS6,VE_CS6,1
X3536STDY8612471Aligned.sortedByCoord.out.bam,E15C2_252_L,CS6,Tb_CS6,1
X3536STDY8612469Aligned.sortedByCoord.out.bam,E15C2_240_AJ,CS6,PGC_CS6,1
X3536STDY8612466Aligned.sortedByCoord.out.bam,E15C2_252_AT,CS6,F_CS6,1
X3536STDY8612464Aligned.sortedByCoord.out.bam,E15C2_252_W,CS6,VE_CS6,1
X3536STDY8612463Aligned.sortedByCoord.out.bam,E15C2_252_K,CS6,Tb_CS6_ExMesAm,1
X3536STDY8612462Aligned.sortedByCoord.out.bam,E15C2_240_AU,CS6,ExMes_CS6_Am,1
X3536STDY8612460Aligned.sortedByCoord.out.bam,E15C2_240_W,CS6,EmDisc_CS6,1
X3536STDY8612461Aligned.sortedByCoord.out.bam,E15C2_240_AI,CS6,VE_CS6,1
X3536STDY8612459Aligned.sortedByCoord.out.bam,E15C2_240_K,CS6,Am_CS6,1
X3536STDY8612458Aligned.sortedByCoord.out.bam,control,CS6,Control,1
X3536STDY8612456Aligned.sortedByCoord.out.bam,E15C2_252_V,CS6,VE_CS6,1
X3536STDY8612448Aligned.sortedByCoord.out.bam,E15C2_252_U,CS6,VE_CS6,1
X3536STDY8612447Aligned.sortedByCoord.out.bam,E15C2_252_I,CS6,ExMes_CS6_Am,1
X3536STDY8612446Aligned.sortedByCoord.out.bam,E15C2_240_AS,CS6,ExMes_CS6_Am,1
X3536STDY8612445Aligned.sortedByCoord.out.bam,E15C2_240_AG,CS6,VE_CS6,1
X3536STDY8612436Aligned.sortedByCoord.out.bam,E15C2_240_T,CS6,EmDisc_CS6,1
X3536STDY8612435Aligned.sortedByCoord.out.bam,E15C2_240_H,CS6,Am_CS6,1
X3536STDY8612434Aligned.sortedByCoord.out.bam,E15C2_252_AQ,CS6,EmDisc_CS6,1
X3536STDY8612426Aligned.sortedByCoord.out.bam,E15C2_252_AP,CS6,VE_CS6_EmDisc,1
X3536STDY8612427Aligned.sortedByCoord.out.bam,E15C2_240_G,CS6,Am_CS6,1
X3536STDY8612423Aligned.sortedByCoord.out.bam,E15C2_252_F,CS6,ExMes_CS6_Am,1
X3536STDY8612425Aligned.sortedByCoord.out.bam,E15C2_252_AD,CS6,SYS_CS6,1
X3536STDY8612424Aligned.sortedByCoord.out.bam,E15C2_252_R,CS6,EmDisc_CS6,1
X3536STDY8612422Aligned.sortedByCoord.out.bam,E15C2_240_AP,CS6,ExMes_CS6_VESYS,1
X3536STDY8612421Aligned.sortedByCoord.out.bam,E15C2_240_AD,CS6,VE_CS6,1
X3536STDY8612420Aligned.sortedByCoord.out.bam,E15C2_240_R,CS6,EmDisc_CS6,1
X3536STDY8612418Aligned.sortedByCoord.out.bam,E15C2_252_AO,CS6,VE_CS6,1
X3536STDY8612417Aligned.sortedByCoord.out.bam,E15C2_252_AC,CS6,SYS_CS6,1
X3536STDY8612416Aligned.sortedByCoord.out.bam,E15C2_252_Q,CS6,EmDisc_CS6,1
X3536STDY8612415Aligned.sortedByCoord.out.bam,E15C2_252_E,CS6,ExMes_CS6_Am,1
X3536STDY8612414Aligned.sortedByCoord.out.bam,E15C2_240_AO,CS6,SYS_CS6,1
X3536STDY8612413Aligned.sortedByCoord.out.bam,E15C2_240_AC,CS6,EmDisc_CS6,1
X3536STDY8612412Aligned.sortedByCoord.out.bam,E15C2_240_Q,CS6,EmDisc_CS6_PGC,1
X3536STDY8612411Aligned.sortedByCoord.out.bam,E15C2_240_E,CS6,Am_CS6,1
X3536STDY8612410Aligned.sortedByCoord.out.bam,E15C2_252_AN,CS6,ExMes_CS6,1
X3536STDY8612409Aligned.sortedByCoord.out.bam,E15C2_252_AB,CS6,SYS_CS6,1
X3536STDY8612408Aligned.sortedByCoord.out.bam,E15C2_252_P,CS6,EmDisc_CS6,1
X3536STDY8612407Aligned.sortedByCoord.out.bam,E15C2_252_D,CS6,ExMes_CS6_Am,1
X3536STDY8612405Aligned.sortedByCoord.out.bam,E15C2_240_AB,CS6,EmDisc_CS6,1
X3536STDY8612406Aligned.sortedByCoord.out.bam,E15C2_240_AN,CS6,SYS_CS6,1
X3536STDY8612404Aligned.sortedByCoord.out.bam,E15C2_240_P,CS6,EmDisc_CS6,1
CME25A7619454Aligned.sortedByCoord.out.bam,E25B_48_AJ,CS7,Gland_CS7,1
CME25A7619455Aligned.sortedByCoord.out.bam,E25B_59_I,CS7,F_CS7,1
CME25A7619453Aligned.sortedByCoord.out.bam,E25B_48_X,CS7,Tb_CS7,1
CME25A7619452Aligned.sortedByCoord.out.bam,E25B_48_L,CS7,SYS_CS7,1
CME25A7619444Aligned.sortedByCoord.out.bam,E25B_48_K,CS7,SYS_CS7,1
CME25A7619446Aligned.sortedByCoord.out.bam,E25B_48_AI,CS7,ReStroma_CS7,1
CME25A7619447Aligned.sortedByCoord.out.bam,E25B_59_H,CS7,Gland_CS7,1
CME25A7619445Aligned.sortedByCoord.out.bam,E25B_48_W,CS7,F_CS7,1
CME25A7619438Aligned.sortedByCoord.out.bam,E25B_48_AH,CS7,F_CS7,1
CME25A7619439Aligned.sortedByCoord.out.bam,E25B_59_G,CS7,Gland_CS7,1
CME25A7619436Aligned.sortedByCoord.out.bam,E25B_48_J,CS7,SYS_CS7,1
CME25A7619437Aligned.sortedByCoord.out.bam,E25B_48_V,CS7,SYS_CS7,1
CME25A7619429Aligned.sortedByCoord.out.bam,E25B_48_U,CS7,SYS_CS7,1
CME25A7619431Aligned.sortedByCoord.out.bam,E25B_59_F,CS7,F_CS7,1
CME25A7619430Aligned.sortedByCoord.out.bam,E25B_48_AG,CS7,F_CS7,1
CME25A7619428Aligned.sortedByCoord.out.bam,E25B_48_I,CS7,SYS_CS7,1
CME25A7619422Aligned.sortedByCoord.out.bam,E25B_48_AF,CS7,Stroma_CS7,1
CME25A7619423Aligned.sortedByCoord.out.bam,E25B_59_E,CS7,F_CS7,1
CME25A7619420Aligned.sortedByCoord.out.bam,E25B_48_H,CS7,SYS_CS7,1
CME25A7619421Aligned.sortedByCoord.out.bam,E25B_48_T,CS7,SYS_CS7,1
CME25A7619415Aligned.sortedByCoord.out.bam,E25B_59_D,CS7,SYS_CS7,1
CME25A7619414Aligned.sortedByCoord.out.bam,E25B_48_AE,CS7,Stroma_CS7,1
CME25A7619413Aligned.sortedByCoord.out.bam,E25B_48_S,CS7,SYS_CS7,1
CME25A7619405Aligned.sortedByCoord.out.bam,E25B_48_R,CS7,F_CS7,1
CME25A7619412Aligned.sortedByCoord.out.bam,E25B_48_G,CS7,SYS_CS7,1
CME25A7619407Aligned.sortedByCoord.out.bam,E25B_59_C,CS7,SYS_CS7,1
CME25A7619406Aligned.sortedByCoord.out.bam,E25B_48_AD,CS7,Gland_CS7,1
CME25A7619404Aligned.sortedByCoord.out.bam,E25B_48_F,CS7,SYS_CS7,1
CME25A7619399Aligned.sortedByCoord.out.bam,E25B_59_B,CS7,F_CS7,1
CME25A7619396Aligned.sortedByCoord.out.bam,E25B_48_E,CS7,SYS_CS7,1
CME25A7619398Aligned.sortedByCoord.out.bam,E25B_48_AC,CS7,Gland_CS7,1
CME25A7619397Aligned.sortedByCoord.out.bam,E25B_48_Q,CS7,ExMes_CS7_Am,1
CME25A7619390Aligned.sortedByCoord.out.bam,E25B_48_AB,CS7,ReGland_CS7,1
CME25A7619391Aligned.sortedByCoord.out.bam,E25B_59_A,CS7,SYS_CS7,1
CME25A7619389Aligned.sortedByCoord.out.bam,E25B_48_P,CS7,Tb_CS7,1
CME25A7619388Aligned.sortedByCoord.out.bam,E25B_48_D,CS7,SYS_CS7,1
CME25A7619383Aligned.sortedByCoord.out.bam,E25B_48_AM,CS7,Myo_CS7,1
CME25A7619382Aligned.sortedByCoord.out.bam,E25B_48_AA,CS7,F_CS7,1
CME25A7619381Aligned.sortedByCoord.out.bam,E25B_48_O,CS7,F_CS7,1
CME25A7619374Aligned.sortedByCoord.out.bam,E25B_48_Z,CS7,ReStroma_CS7,1
CME25A7619380Aligned.sortedByCoord.out.bam,E25B_48_C,CS7,SYS_CS7,1
CME25A7619375Aligned.sortedByCoord.out.bam,E25B_48_AL,CS7,Stroma_CS7,1
CME25A7619366Aligned.sortedByCoord.out.bam,E25B_48_Y,CS7,ReStroma_CS7,1
CME25A7619373Aligned.sortedByCoord.out.bam,E25B_48_N,CS7,F_CS7,1
CME25A7619364Aligned.sortedByCoord.out.bam,E25B_48_A,CS7,SYS_CS7,1
CME25A7619365Aligned.sortedByCoord.out.bam,E25B_48_M,CS7,F_CS7,1
CME25A7619367Aligned.sortedByCoord.out.bam,E25B_48_AK,CS7,Stroma_CS7,1
CME25A7587400Aligned.sortedByCoord.out.bam,E25A_166_AC,CS7,ReGland_CS7_Tb,1
CME25A7587397Aligned.sortedByCoord.out.bam,E25A_161_X,CS7,Stroma_CS7,1
CME25A7587396Aligned.sortedByCoord.out.bam,E25A_161_L,CS7,EmDisc_CS7,1
CME25A7587392Aligned.sortedByCoord.out.bam,E25A_166_AB,CS7,Tb_CS7,1
CME25A7587394Aligned.sortedByCoord.out.bam,E25A_169_R,CS7,Tb_CS7,1
CME25A7587393Aligned.sortedByCoord.out.bam,E25A_169_F,CS7,Am_CS7,1
CME25A7587395Aligned.sortedByCoord.out.bam,E25A_169_AD,CS7,Gland_CS7,1
CME25A7587388Aligned.sortedByCoord.out.bam,E25A_161_K,CS7,Am_CS7,1
CME25A7587389Aligned.sortedByCoord.out.bam,E25A_161_W,CS7,Myo_CS7,1
CME25A7587386Aligned.sortedByCoord.out.bam,E25A_169_Q,CS7,Am_CS7_ExMes,1
CME25A7587376Aligned.sortedByCoord.out.bam,E25A_166_Z,CS7,Tb_CS7_ExMes,1
CME25A7587385Aligned.sortedByCoord.out.bam,E25A_169_E,CS7,Am_CS7,1
CME25A7587378Aligned.sortedByCoord.out.bam,E25A_169_P,CS7,Stalk_CS7_Am,1
CME25A7587387Aligned.sortedByCoord.out.bam,E25A_169_AC,CS7,ReStroma_CS7,1
CME25A7587380Aligned.sortedByCoord.out.bam,E25A_161_J,CS7,EmDisc_CS7_VE,1
CME25A7587381Aligned.sortedByCoord.out.bam,E25A_161_V,CS7,Gland_CS7,1
CME25A7587382Aligned.sortedByCoord.out.bam,E25A_166_C,CS7,SYS_CS7,1
CME25A7587377Aligned.sortedByCoord.out.bam,E25A_169_D,CS7,Am_CS7,1
CME25A7587384Aligned.sortedByCoord.out.bam,E25A_166_AA,CS7,Tb_abembryonal_CS7,1
CME25A7587379Aligned.sortedByCoord.out.bam,E25A_169_AB,CS7,ReStroma_CS7,1
CME25A7587375Aligned.sortedByCoord.out.bam,E25A_166_N,CS7,Am_CS7,1
CME25A7587369Aligned.sortedByCoord.out.bam,E25A_169_C,CS7,Am_CS7_ExMes,1
CME25A7587373Aligned.sortedByCoord.out.bam,E25A_161_U,CS7,Gland_CS7,1
CME25A7587370Aligned.sortedByCoord.out.bam,E25A_169_O,CS7,Stalk_CS7_PGC,1
CME25A7587368Aligned.sortedByCoord.out.bam,E25A_166_Y,CS7,Tb_CS7_ExMes,1
CME25A7587372Aligned.sortedByCoord.out.bam,E25A_161_I,CS7,SYS_CS7,1
CME25A7587371Aligned.sortedByCoord.out.bam,E25A_169_AA,CS7,Tb_CS7,1
CME25A7587362Aligned.sortedByCoord.out.bam,E25A_169_N,CS7,EmDisc_CS7,1
CME25A7587367Aligned.sortedByCoord.out.bam,E25A_166_M,CS7,ExMes_CS7,1
CME25A7587361Aligned.sortedByCoord.out.bam,E25A_169_B,CS7,Am_CS7,1
CME25A7587365Aligned.sortedByCoord.out.bam,E25A_161_T,CS7,ReGland_CS7,1
CME25A7587364Aligned.sortedByCoord.out.bam,E25A_161_H,CS7,Am_CS7,1
CME25A7587363Aligned.sortedByCoord.out.bam,E25A_169_Z,CS7,SYS_CS7_ExMes,1
CME25A7587360Aligned.sortedByCoord.out.bam,E25A_166_X,CS7,Tb_CS7,1
CME25A7587359Aligned.sortedByCoord.out.bam,E25A_166_L,CS7,ExMes_CS7,1
CME25A7587354Aligned.sortedByCoord.out.bam,E25A_169_M,CS7,EmDisc_CS7,1
CME25A7587358Aligned.sortedByCoord.out.bam,E25A_161_AE,CS7,ExMes_CS7_SYS,1
CME25A7587352Aligned.sortedByCoord.out.bam,E25A_166_W,CS7,ExMes_CS7,1
CME25A7587353Aligned.sortedByCoord.out.bam,E25A_169_A,CS7,Am_CS7,1
CME25A7587357Aligned.sortedByCoord.out.bam,E25A_161_S,CS7,Tb_CS7,1
CME25A7587355Aligned.sortedByCoord.out.bam,E25A_169_Y,CS7,SYS_CS7_ExMes,1
CME25A7587346Aligned.sortedByCoord.out.bam,E25A_169_L,CS7,EmDisc_CS7,1
CME25A7587348Aligned.sortedByCoord.out.bam,E25A_161_F,CS7,Am_CS7,1
CME25A7587349Aligned.sortedByCoord.out.bam,E25A_161_R,CS7,Tb_CS7,1
CME25A7587345Aligned.sortedByCoord.out.bam,E25A_166_AH,CS7,EmDisc_CS7,1
CME25A7587350Aligned.sortedByCoord.out.bam,E25A_161_AD,CS7,Am_CS7_SYS,1
CME25A7587347Aligned.sortedByCoord.out.bam,E25A_169_X,CS7,SYS_CS7,1
CME25A7587343Aligned.sortedByCoord.out.bam,E25A_166_J,CS7,SYS_CS7,1
CME25A7587342Aligned.sortedByCoord.out.bam,E25A_161_AC,CS7,ReGland_CS7,1
CME25A7587341Aligned.sortedByCoord.out.bam,E25A_161_Q,CS7,Tb_CS7,1
CME25A7587339Aligned.sortedByCoord.out.bam,E25A_169_W,CS7,SYS_CS7,1
CME25A7587338Aligned.sortedByCoord.out.bam,E25A_169_K,CS7,EmDisc_CS7,1
CME25A7587337Aligned.sortedByCoord.out.bam,E25A_166_AG,CS7,F_CS7,1
CME25A7587336Aligned.sortedByCoord.out.bam,E25A_166_U,CS7,SYS_CS7_Am,1
CME25A7587335Aligned.sortedByCoord.out.bam,E25A_166_I,CS7,Tb_CS7,1
CME25A7587331Aligned.sortedByCoord.out.bam,E25A_169_V,CS7,SYS_CS7,1
CME25A7587334Aligned.sortedByCoord.out.bam,E25A_161_AB,CS7,ReGland_CS7,1
CME25A7587330Aligned.sortedByCoord.out.bam,E25A_169_J,CS7,EmDisc_CS7,1
CME25A7587333Aligned.sortedByCoord.out.bam,E25A_161_P,CS7,Tb_CS7,1
CME25A7587329Aligned.sortedByCoord.out.bam,E25A_166_AF,CS7,Myo_CS7,1
CME25A7587332Aligned.sortedByCoord.out.bam,E25A_161_D,CS7,Am_CS7,1
CME25A7587327Aligned.sortedByCoord.out.bam,E25A_166_H,CS7,Am_CS7_Stalk,1
CME25A7587323Aligned.sortedByCoord.out.bam,E25A_169_U,CS7,SYS_CS7,1
CME25A7587324Aligned.sortedByCoord.out.bam,E25A_161_C,CS7,SYS_CS7,1
CME25A7587326Aligned.sortedByCoord.out.bam,E25A_161_AA,CS7,Stroma_CS7,1
CME25A7587325Aligned.sortedByCoord.out.bam,E25A_161_O,CS7,EmDisc_CS7,1
CME25A7587321Aligned.sortedByCoord.out.bam,E25A_166_AE,CS7,Gland_CS7,1
CME25A7587314Aligned.sortedByCoord.out.bam,E25A_169_H,CS7,Am_CS7,1
CME25A7587322Aligned.sortedByCoord.out.bam,E25A_169_I,CS7,EmDisc_CS7,1
CME25A7587319Aligned.sortedByCoord.out.bam,E25A_166_G,CS7,Stalk_CS7_PGC,1
CME25A7587318Aligned.sortedByCoord.out.bam,E25A_161_Z,CS7,Tb_abembryonal_CS7,1
CME25A7587315Aligned.sortedByCoord.out.bam,E25A_169_T,CS7,SYS_CS7,1
CME25A7587313Aligned.sortedByCoord.out.bam,E25A_166_AD,CS7,Gland_CS7,1
CME25A7587309Aligned.sortedByCoord.out.bam,E25A_161_M,CS7,Am_CS7_ExMes,1
CME25A7587316Aligned.sortedByCoord.out.bam,E25A_161_B,CS7,SYS_CS7,1
CME25A7587312Aligned.sortedByCoord.out.bam,E25A_166_R,CS7,Am_CS7,1
CME25A7587311Aligned.sortedByCoord.out.bam,E25A_166_F,CS7,EmDisc_CS7,1
CME25A7587310Aligned.sortedByCoord.out.bam,E25A_161_Y,CS7,Tb_abembryonal_CS7,1
CME25A7587307Aligned.sortedByCoord.out.bam,E25A_201_AH,CS7,Myo_CS7,1
CME25A7587304Aligned.sortedByCoord.out.bam,E25A_195_Z,CS7,Tb_CS7_ExMes,1
CME25A7587308Aligned.sortedByCoord.out.bam,E25A_161_A,CS7,SYS_CS7,1
CME25A7587305Aligned.sortedByCoord.out.bam,E25A_201_J,CS7,ReGland_CS7,1
CME25A7587306Aligned.sortedByCoord.out.bam,E25A_201_V,CS7,Gland_CS7,1
CME25A7587300Aligned.sortedByCoord.out.bam,E25A_193_L,CS7,Am_CS7,1
CME25A7587299Aligned.sortedByCoord.out.bam,E25A_201_AG,CS7,Myo_CS7,1
CME25A7587302Aligned.sortedByCoord.out.bam,E25A_195_B,CS7,Gland_CS7,1
CME25A7587303Aligned.sortedByCoord.out.bam,E25A_195_N,CS7,Tb_CS7_ExMes,1
